datum,mesto,naslov,sifra_umetnika
2017-10-08,10,"You, Clouds, Rain (Feat. Shin Yong-jae)",404858
2017-10-15,1,DNA,347972
2017-10-15,2,Autumn morning,350612
2017-10-15,3,Something Special,232580
2017-10-15,4,Some,239348
2017-10-15,5,Like It,232538
2017-10-15,6,Gashina,347055
2017-10-15,7,Nonfiction,233394
2017-10-15,8,Sleepless rainy night,350612
2017-10-15,9,We Are (Feat. Loco & GRAY),
2017-10-15,10,Rollin`,235173
2017-10-22,1,DNA,347972
2017-10-22,2,Some,239348
2017-10-22,3,Autumn morning,350612
2017-10-22,4,Like It,232538
2017-10-22,5,To My Youth,239348
2017-10-22,6,Gashina,347055
2017-10-22,7,Something Special,232580
2017-10-22,8,We Are (Feat. Loco & GRAY),
2017-10-22,9,Rollin`,235173
2017-10-22,10,Sleepless rainy night,350612
2017-10-29,1,WHERE YOU AT,340355
2017-10-29,2,You Are,348434
2017-10-29,3,Some,239348
2017-10-29,4,Autumn morning,350612
2017-10-29,5,Like It,232538
2017-10-29,6,Gashina,347055
2017-10-29,7,To My Youth,239348
2017-10-29,8,DNA,347972
2017-10-29,9,We Are (Feat. Loco & GRAY),
2017-10-29,10,Something Special,232580
2017-11-05,1,Missing You,343790
2017-11-05,2,Can Be Better,403584
2017-11-05,3,Move,379064
2017-11-05,4,WHERE YOU AT,340355
2017-11-05,5,Present,368948
2017-11-05,6,Some,239348
2017-11-05,7,Like It,232538
2017-11-05,8,Autumn morning,350612
2017-11-05,9,DNA,347972
2017-11-05,10,Gashina,347055
2017-11-12,1,Love Story (Feat. IU),361195
2017-11-12,2,Missing You,343790
2017-11-12,3,Present,368948
2017-11-12,4,Move,379064
2017-11-12,5,Home is far away,361195
2017-11-12,6,Fantasy,
2017-11-12,7,Can Be Better,403584
2017-11-12,8,WHERE YOU AT,340355
2017-11-12,9,Some,239348
2017-11-12,10,Autumn morning,350612
2017-11-19,1,LIKEY,364940
2017-11-19,2,Present,368948
2017-11-19,3,Love Story (Feat. IU),361195
2017-11-19,4,Missing You,343790
2017-11-19,5,Like It,232538
2017-11-19,6,Some,239348
2017-11-19,7,Autumn morning,350612
2017-11-19,8,WHERE YOU AT,340355
2017-11-19,9,Home is far away,361195
2017-11-19,10,Gashina,347055
2017-11-26,1,Clap,345359
2017-11-26,2,LIKEY,364940
2017-11-26,3,Present,368948
2017-11-26,4,Black Suit,374254
2017-11-26,5,Love Story (Feat. IU),361195
2017-11-26,6,Missing You,343790
2017-11-26,7,When we were two,235597
2017-11-26,8,Like It,232538
2017-11-26,9,Some,239348
2017-11-26,10,DRAMARAMA,351688
2017-12-03,1,Beautiful,277431
2017-12-03,2,Present,368948
2017-12-03,3,LIKEY,364940
2017-12-03,4,Like it,
2017-12-03,5,When we were two,235597
2017-12-03,6,Like It,232538
2017-12-03,7,Missing You,343790
2017-12-03,8,Love Story (Feat. IU),361195
2017-12-03,9,I Wanna Have,277431
2017-12-03,10,Some,239348
2017-12-10,1,Beautiful,277431
2017-12-10,2,Like it,
2017-12-10,3,Peek-A-Boo,354121
2017-12-10,4,Present,368948
2017-12-10,5,LIKEY,364940
2017-12-10,6,When we were two,235597
2017-12-10,7,Like It,232538
2017-12-10,8,I Still,
2017-12-10,9,Love Story (Feat. IU),361195
2017-12-10,10,Missing You,343790
2017-12-17,1,Like it,
2017-12-17,2,A Daily Song,357627
2017-12-17,3,Emptiness in Memory,233163
2017-12-17,4,Peek-A-Boo,354121
2017-12-17,5,Beautiful,277431
2017-12-17,6,Present,368948
2017-12-17,7,LIKEY,364940
2017-12-17,8,Like It,232538
2017-12-17,9,When we were two,235597
2017-12-17,10,DNA,347972
2017-12-24,1,Emptiness in Memory,233163
2017-12-24,2,Snow (Feat. Lee Moon-se),236472
2017-12-24,3,Present,368948
2017-12-24,4,Like it,
2017-12-24,5,Beautiful,277431
2017-12-24,6,Peek-A-Boo,354121
2017-12-24,7,LIKEY,364940
2017-12-24,8,Like It,232538
2017-12-24,9,When we were two,235597
2017-12-24,10,DNA,347972
2018-01-07,1,Heart Shaker,364940
2018-01-07,2,Present,368948
2018-01-07,3,Lonely (Feat. Taeyeon),238373
2018-01-07,4,Emptiness in Memory,233163
2018-01-07,5,Snow (Feat. Lee Moon-se),236472
2018-01-07,6,End of a day,238373
2018-01-07,7,Beautiful,277431
2018-01-07,8,LIKEY,364940
2018-01-07,9,Like it,
2018-01-07,10,Like It,232538
2018-01-14,1,Universe,352301
2018-01-14,2,Heart Shaker,364940
2018-01-14,3,Present,368948
2018-01-14,4,LIKEY,364940
2018-01-14,5,Emptiness in Memory,233163
2018-01-14,6,Contrail,
2018-01-14,7,Like It,232538
2018-01-14,8,Lonely (Feat. Taeyeon),238373
2018-01-14,9,Beautiful,277431
2018-01-14,10,Peek-A-Boo,354121
2018-01-21,1,Universe,352301
2018-01-21,2,Heart Shaker,364940
2018-01-21,3,Sound of Winter,364567
2018-01-21,4,Present,368948
2018-01-21,5,Contrail,
2018-01-21,6,Good Old Days,240173
2018-01-21,7,LIKEY,364940
2018-01-21,8,Beautiful,277431
2018-01-21,9,Like It,232538
2018-01-21,10,Emptiness in Memory,233163
2018-01-28,1,Tell Me,234677
2018-01-28,2,Secret Garden,348488
2018-01-28,3,Good Old Days,240173
2018-01-28,4,Heart Shaker,364940
2018-01-28,5,replay,232647
2018-01-28,6,Present,368948
2018-01-28,7,First Love,239348
2018-01-28,8,Contrail,
2018-01-28,9,Universe,352301
2018-01-28,10,Like It,232538
2018-02-04,1,My Flower,
2018-02-04,2,Good Old Days,240173
2018-02-04,3,replay,232647
2018-02-04,4,First Love,239348
2018-02-04,5,Secret Garden,348488
2018-02-04,6,Tell Me,234677
2018-02-04,7,Heart Shaker,364940
2018-02-04,8,heroine,347055
2018-02-04,9,Present,368948
2018-02-04,10,Contrail,
2018-02-11,1,Shinin`,238373
2018-02-11,2,Good Old Days,240173
2018-02-11,3,heroine,347055
2018-02-11,4,"BABY IT`S U (PROD. 키겐, earattack)",240050
2018-02-11,5,My Flower,
2018-02-11,6,I Love Someone Else,239261
2018-02-11,7,Present,368948
2018-02-11,8,LOVE SCENARIO,
2018-02-11,9,replay,232647
2018-02-11,10,First Love,239348
2018-02-18,1,Bad boy,354121
2018-02-18,2,LOVE SCENARIO,
2018-02-18,3,Good Old Days,240173
2018-02-18,4,HOLIDAY (Feat. DPR LIVE),239261
2018-02-18,5,Present,368948
2018-02-18,6,heroine,347055
2018-02-18,7,Shinin`,238373
2018-02-18,8,Bboom Bboom,239481
2018-02-18,9,I Love Someone Else,239261
2018-02-18,10,Roller Coster,346585
2018-02-25,1,THANKS,345359
2018-02-25,2,LOVE SCENARIO,
2018-02-25,3,Bad boy,354121
2018-02-25,4,Bboom Bboom,239481
2018-02-25,5,Good Old Days,240173
2018-02-25,6,The Boots,239241
2018-02-25,7,Present,368948
2018-02-25,8,heroine,347055
2018-02-25,9,The Snowman,239505
2018-02-25,10,Roller Coster,346585
2018-03-04,1,Bboom Bboom,239481
2018-03-04,2,LOVE SCENARIO,
2018-03-04,3,Bad boy,354121
2018-03-04,4,Only Then,349489
2018-03-04,5,Good Old Days,240173
2018-03-04,6,The Snowman,239505
2018-03-04,7,Goodbye,234119
2018-03-04,8,Present,368948
2018-03-04,9,Roller Coster,346585
2018-03-04,10,heroine,347055
2018-03-11,1,LOVE SCENARIO,
2018-03-11,2,Where I am gone,236525
2018-03-11,3,Bboom Bboom,239481
2018-03-11,4,Only Then,349489
2018-03-11,5,The Snowman,239505
2018-03-11,6,Bad boy,354121
2018-03-11,7,Good Old Days,240173
2018-03-11,8,Roller Coster,346585
2018-03-11,9,Present,368948
2018-03-11,10,My Flower,
2018-03-18,1,True Love,
2018-03-18,2,LOVE SCENARIO,
2018-03-18,3,Bboom Bboom,239481
2018-03-18,4,Only Then,349489
2018-03-18,5,Dreams Come Ture,366246
2018-03-18,6,Good Old Days,240173
2018-03-18,7,Bad boy,354121
2018-03-18,8,Where I am gone,236525
2018-03-18,9,The Snowman,239505
2018-03-18,10,Present,368948
2018-03-25,1,Starry Night,353617
2018-03-25,2,LOVE SCENARIO,
2018-03-25,3,Bboom Bboom,239481
2018-03-25,4,True Love,
2018-03-25,5,Good Old Days,240173
2018-03-25,6,Only Then,349489
2018-03-25,7,Bad boy,354121
2018-03-25,8,She`s gone,
2018-03-25,9,I.P.U.,277431
2018-03-25,10,Where I am gone,236525
2018-04-01,1,Look,348434
2018-04-01,2,Starry Night,353617
2018-04-01,3,Flower Road,277428
2018-04-01,4,LOVE SCENARIO,
2018-04-01,5,Bboom Bboom,239481
2018-04-01,6,Good Old Days,240173
2018-04-01,7,Only Then,349489
2018-04-01,8,Roller Coster,346585
2018-04-01,9,BOSS,393692
2018-04-01,10,Bad boy,354121
2018-04-08,1,BOOMERANG,277431
2018-04-08,2,Starry Night,353617
2018-04-08,3,Flower Road,277428
2018-04-08,4,LOVE SCENARIO,
2018-04-08,5,Bboom Bboom,239481
2018-04-08,6,Look,348434
2018-04-08,7,Good Old Days,240173
2018-04-08,8,Only Then,349489
2018-04-08,9,I.P.U.,277431
2018-04-08,10,Present,368948
2018-04-15,1,BOOMERANG,277431
2018-04-15,2,Starry Night,353617
2018-04-15,3,Flower Road,277428
2018-04-15,4,Jealousy,351688
2018-04-15,5,LOVE SCENARIO,
2018-04-15,6,Bboom Bboom,239481
2018-04-15,7,Sudden Shower (Feat. 10cm),
2018-04-15,8,Good Old Days,240173
2018-04-15,9,Roller Coster,346585
2018-04-15,10,Present,368948
2018-04-22,1,BOOMERANG,277431
2018-04-22,2,Starry Night,353617
2018-04-22,3,Flower Road,277428
2018-04-22,4,LOVE SCENARIO,
2018-04-22,5,Bboom Bboom,239481
2018-04-22,6,Sudden Shower (Feat. 10cm),
2018-04-22,7,The Chance of Love,232805
2018-04-22,8,AIR,355065
2018-04-22,9,Banana Allergy Monkey,
2018-04-22,10,Good Old Days,240173
2018-04-29,1,What is Love?,364940
2018-04-29,2,Blooming Day,239455
2018-04-29,3,Starry Night,353617
2018-04-29,4,Flower Road,277428
2018-04-29,5,LOVE SCENARIO,
2018-04-29,6,Pass by,
2018-04-29,7,Bboom Bboom,239481
2018-04-29,8,Sudden Shower (Feat. 10cm),
2018-04-29,9,BOOMERANG,277431
2018-04-29,10,Only Then,349489
2018-05-06,1,What is Love?,364940
2018-05-06,2,Scentist,
2018-05-06,3,Blooming Day,239455
2018-05-06,4,Pass by,
2018-05-06,5,Starry Night,353617
2018-05-06,6,LOVE SCENARIO,
2018-05-06,7,Flower Road,277428
2018-05-06,8,Bboom Bboom,239481
2018-05-06,9,Sudden Shower (Feat. 10cm),
2018-05-06,10,Only Then,349489
2018-05-13,1,The Only Star,357627
2018-05-13,2,That day,354644
2018-05-13,3,Don&#039;t give it to me,
2018-05-13,4,What is Love?,364940
2018-05-13,5,Starry Night,353617
2018-05-13,6,Pass by,
2018-05-13,7,LOVE SCENARIO,
2018-05-13,8,Scentist,
2018-05-13,9,Bboom Bboom,239481
2018-05-13,10,Flower Road,277428
2018-05-20,1,Time for the moon night,357139
2018-05-20,2,Don&#039;t give it to me,
2018-05-20,3,What is Love?,364940
2018-05-20,4,The Only Star,357627
2018-05-20,5,Bboom Bboom,239481
2018-05-20,6,LOVE SCENARIO,
2018-05-20,7,Pass by,
2018-05-20,8,Starry Night,353617
2018-05-20,9,That day,354644
2018-05-20,10,Feeling,299291
2018-05-27,1,Time for the moon night,357139
2018-05-27,2,SEOUL NIGHT,234739
2018-05-27,3,Go Away,
2018-05-27,4,Don&#039;t give it to me,
2018-05-27,5,What is Love?,364940
2018-05-27,6,The Only Star,357627
2018-05-27,7,LOVE SCENARIO,
2018-05-27,8,Bboom Bboom,239481
2018-05-27,9,Pass by,
2018-05-27,10,Starry Night,353617
2018-06-03,1,FAKE LOVE,347972
2018-06-03,2,Time for the moon night,357139
2018-06-03,3,What is Love?,364940
2018-06-03,4,Don't give it to me,
2018-06-03,5,LOVE SCENARIO,
2018-06-03,6,Pass by,
2018-06-03,7,The Only Star,357627
2018-06-03,8,Sudden Shower (Feat. 10cm),
2018-06-03,9,Bboom Bboom,239481
2018-06-03,10,Starry Night,353617
2018-06-10,1,FAKE LOVE,347972
2018-06-10,2,Time for the moon night,357139
2018-06-10,3,Travel,239348
2018-06-10,4,What is Love?,364940
2018-06-10,5,Don&#039;t give it to me,
2018-06-10,6,Bboom Bboom,239481
2018-06-10,7,LOVE SCENARIO,
2018-06-10,8,Pass by,
2018-06-10,9,The Truth Untold (Feat. Steve Aoki),347972
2018-06-10,10,Starry Night,353617
2018-06-17,1,FAKE LOVE,347972
2018-06-17,2,BINGLE BANGLE,
2018-06-17,3,Travel,239348
2018-06-17,4,Good Evening,233581
2018-06-17,5,Time for the moon night,357139
2018-06-17,6,What is Love?,364940
2018-06-17,7,Don&#039;t give it to me,
2018-06-17,8,The Truth Untold (Feat. Steve Aoki),347972
2018-06-17,9,Bboom Bboom,239481
2018-06-17,10,LOVE SCENARIO,
2018-06-24,1,Light,277431
2018-06-24,2,Travel,239348
2018-06-24,3,BINGLE BANGLE,
2018-06-24,4,FAKE LOVE,347972
2018-06-24,5,Time for the moon night,357139
2018-06-24,6,Good Evening,233581
2018-06-24,7,What is Love?,364940
2018-06-24,8,Kangaroo (Prod. ZICO) (song by Wanna One - Triple Position),277431
2018-06-24,9,LOVE SCENARIO,
2018-06-24,10,The Truth Untold (Feat. Steve Aoki),347972
2018-07-01,1,Light,277431
2018-07-01,2,I Want You,233581
2018-07-01,3,Travel,239348
2018-07-01,4,FAKE LOVE,347972
2018-07-01,5,BINGLE BANGLE,
2018-07-01,6,Time for the moon night,357139
2018-07-01,7,What is Love?,364940
2018-07-01,8,Good Evening,233581
2018-07-01,9,DDU-DU DDU-DU,389341
2018-07-01,10,Bboom Bboom,239481
2018-07-08,1,DDU-DU DDU-DU,389341
2018-07-08,2,Only One For Me,343790
2018-07-08,3,Travel,239348
2018-07-08,4,Forever Young,389341
2018-07-08,5,FAKE LOVE,347972
2018-07-08,6,I Want You,233581
2018-07-08,7,BINGLE BANGLE,
2018-07-08,8,Something New,361999
2018-07-08,9,Time for the moon night,357139
2018-07-08,10,What is Love?,364940
2018-07-15,1,Dejavu,340355
2018-07-15,2,DDU-DU DDU-DU,389341
2018-07-15,3,Our Page,233581
2018-07-15,4,Travel,239348
2018-07-15,5,Only One For Me,343790
2018-07-15,6,BAAM,239481
2018-07-15,7,Forever Young,389341
2018-07-15,8,FAKE LOVE,347972
2018-07-15,9,Bboom Bboom,239481
2018-07-15,10,Time for the moon night,357139
2018-07-22,1,I&#039;m so sick,343777
2018-07-22,2,DDU-DU DDU-DU,389341
2018-07-22,3,Dejavu,340355
2018-07-22,4,Travel,239348
2018-07-22,5,Only One For Me,343790
2018-07-22,6,BAAM,239481
2018-07-22,7,FAKE LOVE,347972
2018-07-22,8,Our Page,233581
2018-07-22,9,Forever Young,389341
2018-07-22,10,BINGLE BANGLE,
2018-07-29,1,Dance The Night Away,364940
2018-07-29,2,DDU-DU DDU-DU,389341
2018-07-29,3,I&#039;m so sick,343777
2018-07-29,4,Dejavu,340355
2018-07-29,5,Travel,239348
2018-07-29,6,SEMINA,
2018-07-29,7,FAKE LOVE,347972
2018-07-29,8,Forever Young,389341
2018-07-29,9,Tale,368948
2018-07-29,10,Only One For Me,343790
2018-08-05,1,Oh My!,345359
2018-08-05,2,Dance The Night Away,364940
2018-08-05,3,Way Back Home,343723
2018-08-05,4,Sunny Summer,357139
2018-08-05,5,Egotistic,353617
2018-08-05,6,DDU-DU DDU-DU,389341
2018-08-05,7,I&#039;m so sick,343777
2018-08-05,8,Travel,239348
2018-08-05,9,FAKE LOVE,347972
2018-08-05,10,Forever Young,389341
2018-08-12,1,Dance The Night Away,364940
2018-08-12,2,DDU-DU DDU-DU,389341
2018-08-12,3,Way Back Home,343723
2018-08-12,4,Egotistic,353617
2018-08-12,5,Oh My!,345359
2018-08-12,6,I&#039;m so sick,343777
2018-08-12,7,"1, 2, 3!",234971
2018-08-12,8,FAKE LOVE,347972
2018-08-12,9,Sunny Summer,357139
2018-08-12,10,Travel,239348
2018-08-19,1,Way Back Home,343723
2018-08-19,2,SoulMate (Feat. IU),344897
2018-08-19,3,DDU-DU DDU-DU,389341
2018-08-19,4,Oh My!,345359
2018-08-19,5,Dance The Night Away,364940
2018-08-19,6,Touch   Sketch,
2018-08-19,7,Egotistic,353617
2018-08-19,8,I&#039;m so sick,343777
2018-08-19,9,Travel,239348
2018-08-19,10,Dejavu,340355
2018-08-26,1,Power Up,354121
2018-08-26,2,Way Back Home,343723
2018-08-26,3,Dance The Night Away,364940
2018-08-26,4,DDU-DU DDU-DU,389341
2018-08-26,5,KILLING ME,
2018-08-26,6,SoulMate (Feat. IU),344897
2018-08-26,7,Egotistic,353617
2018-08-26,8,Travel,239348
2018-08-26,9,I&#039;m so sick,343777
2018-08-26,10,FAKE LOVE,347972
2018-09-02,1,Power Up,354121
2018-09-02,2,Way Back Home,343723
2018-09-02,3,Dance The Night Away,364940
2018-09-02,4,`Bout you,345741
2018-09-02,5,DDU-DU DDU-DU,389341
2018-09-02,6,Egotistic,353617
2018-09-02,7,SoulMate (Feat. IU),344897
2018-09-02,8,Travel,239348
2018-09-02,9,I&#039;m so sick,343777
2018-09-02,10,Love U,346585
2018-09-09,1,IDOL,347972
2018-09-09,2,Power Up,354121
2018-09-09,3,Way Back Home,343723
2018-09-09,4,Dance The Night Away,364940
2018-09-09,5,DDU-DU DDU-DU,389341
2018-09-09,6,Egotistic,353617
2018-09-09,7,Travel,239348
2018-09-09,8,I&#039;m so sick,343777
2018-09-09,9,SoulMate (Feat. IU),344897
2018-09-09,10,FAKE LOVE,347972
2018-09-16,1,IDOL,347972
2018-09-16,2,Way Back Home,343723
2018-09-16,3,Dance The Night Away,364940
2018-09-16,4,Power Up,354121
2018-09-16,5,DDU-DU DDU-DU,389341
2018-09-16,6,Egotistic,353617
2018-09-16,7,I&#039;m so sick,343777
2018-09-16,8,FAKE LOVE,347972
2018-09-16,9,Travel,239348
2018-09-16,10,HANN(Alone),345622
2018-09-23,1,IDOL,347972
2018-09-23,2,We Go Up,370622
2018-09-23,3,Siren,347055
2018-09-23,4,Way Back Home,343723
2018-09-23,5,Dance The Night Away,364940
2018-09-23,6,Power Up,354121
2018-09-23,7,If only you are fine,239174
2018-09-23,8,DDU-DU DDU-DU,389341
2018-09-23,9,Lil` Touch,347386
2018-09-23,10,HANN(Alone),345622
2018-09-30,1,Siren,347055
2018-09-30,2,IDOL,347972
2018-09-30,3,Way Back Home,343723
2018-09-30,4,Dance The Night Away,364940
2018-09-30,5,Remember Me,348488
2018-09-30,6,Lil` Touch,347386
2018-09-30,7,Power Up,354121
2018-09-30,8,DDU-DU DDU-DU,389341
2018-09-30,9,Egotistic,353617
2018-09-30,10,I&#039;m so sick,343777
2018-10-07,1,Lullaby,348434
2018-10-07,2,Siren,347055
2018-10-07,3,THE HARDEST PART,349489
2018-10-07,4,IDOL,347972
2018-10-07,5,Way Back Home,343723
2018-10-07,6,There has never been a day I haven&#039;t loved you,393964
2018-10-07,7,"SAVE ME, SAVE YOU",366246
2018-10-07,8,Dance The Night Away,364940
2018-10-07,9,DDU-DU DDU-DU,389341
2018-10-07,10,Power Up,354121
2018-10-14,1,Lullaby,348434
2018-10-14,2,There has never been a day I haven&#039;t loved you,393964
2018-10-14,3,Siren,347055
2018-10-14,4,IDOL,347972
2018-10-14,5,THE HARDEST PART,349489
2018-10-14,6,Way Back Home,343723
2018-10-14,7,"Love, ing",348337
2018-10-14,8,Dance The Night Away,364940
2018-10-14,9,DDU-DU DDU-DU,389341
2018-10-14,10,Power Up,354121
2018-10-21,1,GOODBYE ROAD,
2018-10-21,2,There has never been a day I haven&#039;t loved you,393964
2018-10-21,3,IDOL,347972
2018-10-21,4,Siren,347055
2018-10-21,5,Lullaby,348434
2018-10-21,6,THE HARDEST PART,349489
2018-10-21,7,Dance The Night Away,364940
2018-10-21,8,Way Back Home,343723
2018-10-21,9,"Love, ing",348337
2018-10-21,10,"SAVE ME, SAVE YOU",366246
2018-10-28,1,BBIBBI,350612
2018-10-28,2,There has never been a day I haven&#039;t loved you,393964
2018-10-28,3,Regular,365887
2018-10-28,4,It Takes Time (Feat. Colde),349936
2018-10-28,5,IDOL,347972
2018-10-28,6,Siren,347055
2018-10-28,7,Fall in Fall,348986
2018-10-28,8,THE HARDEST PART,349489
2018-10-28,9,GOODBYE ROAD,
2018-10-28,10,Way Back Home,343723
2018-11-04,1,Regular,365887
2018-11-04,2,BBIBBI,350612
2018-11-04,3,Hello Tutorial (feat. SEULGI of Red Velvet),236472
2018-11-04,4,There has never been a day I haven&#039;t loved you,393964
2018-11-04,5,IDOL,347972
2018-11-04,6,sorry,
2018-11-04,7,It Takes Time (Feat. Colde),349936
2018-11-04,8,Fall in Fall,348986
2018-11-04,9,THE HARDEST PART,349489
2018-11-04,10,Siren,347055
2018-11-11,1,Shoot Out,351688
2018-11-11,2,BBIBBI,350612
2018-11-11,3,Fall in Fall,348986
2018-11-11,4,There has never been a day I haven&#039;t loved you,393964
2018-11-11,5,Hello Tutorial (feat. SEULGI of Red Velvet),236472
2018-11-11,6,sorry,
2018-11-11,7,Regular,365887
2018-11-11,8,IDOL,347972
2018-11-11,9,It Takes Time (Feat. Colde),349936
2018-11-11,10,Way Back Home,343723
2018-11-18,1,Tempo,352301
2018-11-18,2,BBIBBI,350612
2018-11-18,3,Me After You,346001
2018-11-18,4,La Vie en Rose,351072
2018-11-18,5,Fall in Fall,348986
2018-11-18,6,There has never been a day I haven&#039;t loved you,393964
2018-11-18,7,sorry,
2018-11-18,8,Hello Tutorial (feat. SEULGI of Red Velvet),236472
2018-11-18,9,"Love, ing",348337
2018-11-18,10,IDOL,347972
2018-11-25,1,Tempo,352301
2018-11-25,2,YES or YES,364940
2018-11-25,3,Me After You,346001
2018-11-25,4,BBIBBI,350612
2018-11-25,5,Fall in Fall,348986
2018-11-25,6,La Vie en Rose,351072
2018-11-25,7,There has never been a day I haven&#039;t loved you,393964
2018-11-25,8,sorry,
2018-11-25,9,IDOL,347972
2018-11-25,10,Hello Tutorial (feat. SEULGI of Red Velvet),236472
2018-12-02,1,Beautiful Pain,343790
2018-12-02,2,YES or YES,364940
2018-12-02,3,Tempo,352301
2018-12-02,4,SOLO,
2018-12-02,5,Me After You,346001
2018-12-02,6,BBIBBI,350612
2018-12-02,7,La Vie en Rose,351072
2018-12-02,8,Fall in Fall,348986
2018-12-02,9,There has never been a day I haven&#039;t loved you,393964
2018-12-02,10,IDOL,347972
2018-12-09,1,Spring Breeze,277431
2018-12-09,2,YES or YES,364940
2018-12-09,3,SOLO,
2018-12-09,4,Beautiful Pain,343790
2018-12-09,5,Me After You,346001
2018-12-09,6,Tempo,352301
2018-12-09,7,BBIBBI,350612
2018-12-09,8,Fall in Fall,348986
2018-12-09,9,La Vie en Rose,351072
2018-12-09,10,Loved,403584
2018-12-16,1,HELP ME,340355
2018-12-16,2,FIANC&Eacute;,353582
2018-12-16,3,YES or YES,364940
2018-12-16,4,Spring Breeze,277431
2018-12-16,5,SOLO,
2018-12-16,6,One of Those Nights (Feat. Crush),353593
2018-12-16,7,Me After You,346001
2018-12-16,8,Wind flower,353617
2018-12-16,9,BBIBBI,350612
2018-12-16,10,Tempo,352301
2018-12-23,1,Miracle,348434
2018-12-23,2,RBB (Really Bad Boy),354121
2018-12-23,3,FIANC&Eacute;,353582
2018-12-23,4,Spring Breeze,277431
2018-12-23,5,YES or YES,364940
2018-12-23,6,HELP ME,340355
2018-12-23,7,SOLO,
2018-12-23,8,Me After You,346001
2018-12-23,9,Dejavu,340355
2018-12-23,10,Lost N Found,354644
2018-12-30,1,Love Shot,352301
2018-12-30,2,180 Degree,348337
2018-12-30,3,YES or YES,364940
2018-12-30,4,FIANC&Eacute;,353582
2018-12-30,5,SOLO,
2018-12-30,6,Spring Breeze,277431
2018-12-30,7,Fairy tale (Feat. IU),232647
2018-12-30,8,Me After You,346001
2018-12-30,9,RBB (Really Bad Boy),354121
2018-12-30,10,HELP ME,340355
2019-01-06,1,Love Shot,352301
2019-01-06,2,YES or YES,364940
2019-01-06,3,180 Degree,348337
2019-01-06,4,FIANC&Eacute;,353582
2019-01-06,5,SOLO,
2019-01-06,6,MILLIONS,355065
2019-01-06,7,Me After You,346001
2019-01-06,8,The Best Thing I Ever Did,364940
2019-01-06,9,Spring Breeze,277431
2019-01-06,10,Tempo,352301
2019-01-13,1,Tempo,352301
2019-01-13,2,Love Shot,352301
2019-01-13,3,MILLIONS,355065
2019-01-13,4,180 Degree,348337
2019-01-13,5,YES or YES,364940
2019-01-13,6,FIANC&Eacute;,353582
2019-01-13,7,Me After You,346001
2019-01-13,8,SOLO,
2019-01-13,9,HELP ME,340355
2019-01-13,10,Spring Breeze,277431
2019-01-20,1,MILLIONS,355065
2019-01-20,2,Love Shot,352301
2019-01-20,3,YES or YES,364940
2019-01-20,4,Gotta Go,346585
2019-01-20,5,180 Degree,348337
2019-01-20,6,SOLO,
2019-01-20,7,Tempo,352301
2019-01-20,8,After You&rsquo;ve Gone,355157
2019-01-20,9,FIANC&Eacute;,353582
2019-01-20,10,Me After You,346001
2019-01-27,1,Gotta Go,346585
2019-01-27,2,%% (Eung Eung),343777
2019-01-27,3,After You&rsquo;ve Gone,355157
2019-01-27,4,La La Love,366246
2019-01-27,5,180 Degree,348337
2019-01-27,6,YES or YES,364940
2019-01-27,7,SOLO,
2019-01-27,8,Love Shot,352301
2019-01-27,9,I`M OK,
2019-01-27,10,MILLIONS,355065
2019-02-03,1,Sunrise,357139
2019-02-03,2,All Night,376414
2019-02-03,3,Gotta Go,346585
2019-02-03,4,After You&rsquo;ve Gone,355157
2019-02-03,5,YES or YES,364940
2019-02-03,6,180 Degree,348337
2019-02-03,7,%% (Eung Eung),343777
2019-02-03,8,SOLO,
2019-02-03,9,Love Shot,352301
2019-02-03,10,"Road (Song by IU, HENRY, Jo Hyun A, Yang Da Il)",232679
2019-02-10,1,Home,345359
2019-02-10,2,A Walk To Goodbye,357627
2019-02-10,3,Gotta Go,346585
2019-02-10,4,After You&rsquo;ve Gone,355157
2019-02-10,5,180 Degree,348337
2019-02-10,6,Song request (Feat. SUGA of BTS),358173
2019-02-10,7,Sunrise,357139
2019-02-10,8,YES or YES,364940
2019-02-10,9,SOLO,
2019-02-10,10,IDOL,347972
2019-02-17,1,Home,345359
2019-02-17,2,Gotta Go,346585
2019-02-17,3,After You&rsquo;ve Gone,355157
2019-02-17,4,Sunrise,357139
2019-02-17,5,Fire up,357840
2019-02-17,6,Song request (Feat. SUGA of BTS),358173
2019-02-17,7,YES or YES,364940
2019-02-17,8,180 Degree,348337
2019-02-17,9,SOLO,
2019-02-17,10,Me After You,346001
2019-02-24,1,Home,345359
2019-02-24,2,Fire up,357840
2019-02-24,3,Gotta Go,346585
2019-02-24,4,After You&rsquo;ve Gone,355157
2019-02-24,5,YES or YES,364940
2019-02-24,6,Song request (Feat. SUGA of BTS),358173
2019-02-24,7,180 Degree,348337
2019-02-24,8,SOLO,
2019-02-24,9,Me After You,346001
2019-02-24,10,SHIN YONG JAE,358460
2019-03-03,1,WANT,379064
2019-03-03,2,Fire up,357840
2019-03-03,3,Gotta Go,346585
2019-03-03,4,After You&rsquo;ve Gone,355157
2019-03-03,5,twit,358962
2019-03-03,6,Song request (Feat. SUGA of BTS),358173
2019-03-03,7,YES or YES,364940
2019-03-03,8,SOLO,
2019-03-03,9,DALLA DALLA,358973
2019-03-03,10,180 Degree,348337
2019-03-10,1,Alligator,351688
2019-03-10,2,DALLA DALLA,358973
2019-03-10,3,twit,358962
2019-03-10,4,Fire up,357840
